5,45.4766
1,3.06007
2,3.88241
3,5.90882
4,15.1757
5,45.4766
6,124.833
7,311.381
8,730.309
9,1651.36
-1,1.42011
-2,1.80548
-3,0.997569
-4,-8.57751
-5,-44.2109
-6,-140.921
-7,-366.172
-8,-844.596
-9,-1795.37
1.1,3.15399
